#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     TITLE                           PSP FIELDS Fluxgate Magnetometer (MAG) data
#     PROJECT                         PSP
#     DISCIPLINE                      Solar Physics>Heliospheric Physics
#                                     Space Physics>Interplanetary Studies
#     SOURCE_NAME                     PSP_FLD>Parker Solar Probe FIELDS
#     DESCRIPTOR                      MAG_RTN_1min>Fluxgate Magnetometer data in RTN coordinates
#     DATA_TYPE                       L2>Level 2 Data
#     DATA_VERSION                    01
#     TEXT                            PSP FIELDS Fluxgate Magnetometer data. Time resolution varies with instrument                         
#                                      mode, ranging from 2.3-292.9 samples/sec, corresponding to 2-256 samples per                          
#                                      0.874 seconds (0.874 = 2^25 / 38.4 MHz, see reference [2]).                                           
#                                     The Magnetometer has 4 ranges - +/-1024, +/-4096, +/-16,384, +/-65,536 nT, selected                   
#                                      by the ranging algorithm, based on the ambient magnetic field. Precision is                           
#                                      +/- 15 bits, based on the 16-bit ADC.                                                                 
#                                     References:
#                                     1. Fox, N.J., Velli, M.C., Bale, S.D. et al. Space Sci Rev (2016) 204: 7. https://doi.org/10.1007/s112
#                                     2. Bale, S.D., Goetz, K., Harvey, P.R. et al. Space Sci Rev (2016) 204: 49.                           
#                                      https://doi.org/10.1007/s11214-016-0244-5                                                             
#     MODS                            Version 1
#     LOGICAL_FILE_ID                 psp_fld_l2_mag_RTN_1min_20190220_v01
#     LOGICAL_SOURCE                  psp_fld_l2_mag_RTN_1min
#     LOGICAL_SOURCE_DESCRIPTION      PSP FIELDS 1 minute cadence Fluxgate Magnetometer (MAG) data in RTN coordinates
#     PI_NAME                         Stuart D. Bale (bale@berkeley.edu)
#     PI_AFFILIATION                  UC Berkeley Space Sciences Laboratory
#     INSTRUMENT_TYPE                 Magnetic Fields (space)
#     MISSION_GROUP                   Parker Solar Probe (PSP)
#     PARENTS                         spp_fld_l1_mago_hk_20190220_v00.cdf
#                                     spp_fld_l1_mago_hk_20190221_v00.cdf, spp_fld_l1_mago_survey_20190220_v00.cdf
#                                     spp_fld_l1_mago_survey_20190221_v00.cdf
#     MAG_OFFSET_CALIBRATION_FILES    psp_mago_zeros_range0_2019_v03.dat
#     DEPENDENCIES                    None
#     FILE_NAMING_CONVENTION          source_datatype_descriptor_yyyyMMdd
#     SPASE_DATASETRESOURCEID         spase://NASA/NumericalData/ParkerSolarProbe/FIELDS/MAG/Level2/RTN/PT1M
#     GENERATED_BY                    PSP FIELDS SOC
#     RULES_OF_USE                    PSP/FIELDS Rules of the Road available at http://fields.ssl.berkeley.edu/rules/
#     GENERATION_DATE                 Tue Nov  5 21:37:36 2019
#     HTTP_LINK                       http://fields.ssl.berkeley.edu/data/
#     LINK_TEXT                       PSP/FIELDS SOC
#     LINK_TITLE                      Data Link
#     TIME_RESOLUTION                 1 minute
#     SVN_VERSION                     25679
#     CDAWEB_PARENTS                  psp_fld_l2_mag_rtn_1min_00000000_v01
#                                     psp_fld_l2_mag_rtn_1min_20220905_v02, psp_fld_l2_mag_rtn_1min_20220906_v02
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Time in TT2000 for 1 minute cadence MAG waveform data
#  2. Magnetic field in RTN coordinates (1 minute cadence)
#
#  
# Key Parameter and Survey data (labels K0,K1,K2) are preliminary browse data.
# Generated by CDAWeb on: Tue Apr  9 15:11:59 2024
EPOCH                                               B_R                         B_T                         B_N
05-09-2022 16:55:30.000.000                    -405.684                     303.135                    -227.234
05-09-2022 16:56:30.000.000                    -572.774                    -37.8512                     50.6994
05-09-2022 16:57:30.000.000                    -551.279                     35.0073                     162.490
05-09-2022 16:58:30.000.000                    -581.026                    -39.0252                     14.7088
05-09-2022 16:59:30.000.000                    -530.164                    -61.7947                     164.866
05-09-2022 17:00:30.000.000                    -362.782                     239.461                     376.611
05-09-2022 17:01:30.000.000                    -562.214                     89.4808                    -153.757
05-09-2022 17:02:30.000.000                    -573.135                     165.025                     68.7559
05-09-2022 17:03:30.000.000                    -595.805                     126.388                    -1.87147
05-09-2022 17:04:30.000.000                    -604.558                     17.2990                     34.2459
05-09-2022 17:05:30.000.000                    -587.315                     106.999                     95.0141
05-09-2022 17:06:30.000.000                    -602.273                    -71.1694                    -10.0231
05-09-2022 17:07:30.000.000                    -559.412                    -14.1814                     33.1953
05-09-2022 17:08:30.000.000                    -599.732                    -29.6616                     37.9545
05-09-2022 17:09:30.000.000                    -599.723                    -38.9778                     79.4595
05-09-2022 17:10:30.000.000                    -567.764                    -88.3467                     98.7917
05-09-2022 17:11:30.000.000                    -437.188                    -297.333                     13.4814
05-09-2022 17:12:30.000.000                    -508.730                    -264.674                     143.284
05-09-2022 17:13:30.000.000                    -570.511                    -145.305                     54.4508
05-09-2022 17:14:30.000.000                    -598.437                     3.00822                     95.9802
05-09-2022 17:15:30.000.000                    -568.900                    -198.983                     6.08085
05-09-2022 17:16:30.000.000                    -560.292                    -227.997                     19.9467
05-09-2022 17:17:30.000.000                    -603.714                    -40.5815                    -39.3043
05-09-2022 17:18:30.000.000                    -598.490                    -112.236                    -1.72561
05-09-2022 17:19:30.000.000                    -604.264                    -79.6191                    -21.3643
05-09-2022 17:20:30.000.000                    -558.554                     226.467                     115.852
05-09-2022 17:21:30.000.000                    -600.152                     22.3615                     6.56806
05-09-2022 17:22:30.000.000                    -598.790                    -99.5432                    -37.7409
05-09-2022 17:23:30.000.000                    -593.910                     75.9736                     73.2277
05-09-2022 17:24:30.000.000                    -615.202                     4.69934                     50.1402
05-09-2022 17:25:30.000.000                    -582.953                     141.722                     117.018
05-09-2022 17:26:30.000.000                    -603.972                     23.0572                     42.5166
05-09-2022 17:27:30.000.000                         NaN                         NaN                         NaN
05-09-2022 17:28:30.000.000                    -1341.25                    -459.075                     23.1644
05-09-2022 17:29:30.000.000                    -1321.58                    -537.260                    -117.276
05-09-2022 17:30:30.000.000                    -1332.14                    -453.080                     42.6736
05-09-2022 17:31:30.000.000                    -1322.94                    -426.343                     133.949
05-09-2022 17:32:30.000.000                    -1203.59                    -228.599                     618.749
05-09-2022 17:33:30.000.000                    -1116.64                    -83.3637                     868.097
05-09-2022 17:34:30.000.000                    -1383.31                    -520.518                     286.354
05-09-2022 17:35:30.000.000                    -1464.90                    -538.606                     268.398
05-09-2022 17:36:30.000.000                    -1461.92                    -534.821                     270.810
05-09-2022 17:37:30.000.000                    -1475.62                    -591.235                     220.596
05-09-2022 17:38:30.000.000                    -1484.41                    -637.759                     152.306
05-09-2022 17:39:30.000.000                    -1508.56                    -562.682                     217.096
05-09-2022 17:40:30.000.000                    -1465.74                    -556.164                     333.387
05-09-2022 17:41:30.000.000                    -1514.27                    -449.973                     233.328
05-09-2022 17:42:30.000.000                    -1520.28                    -438.177                     230.712
05-09-2022 17:43:30.000.000                    -1523.37                    -465.665                     63.4902
05-09-2022 17:44:30.000.000                    -1500.97                    -452.677                    -11.0008
05-09-2022 17:45:30.000.000                    -1429.18                    -571.343                    -5.62966
05-09-2022 17:46:30.000.000                    -1443.33                    -516.682                    -84.7231
05-09-2022 17:47:30.000.000                    -1436.69                    -555.940                    -23.8354
05-09-2022 17:48:30.000.000                    -1401.67                    -596.248                     18.7446
05-09-2022 17:49:30.000.000                    -1390.74                    -593.933                     60.5806
05-09-2022 17:50:30.000.000                    -1373.54                    -617.094                     106.422
05-09-2022 17:51:30.000.000                    -1395.06                    -540.894                    -19.1913
05-09-2022 17:52:30.000.000                    -1392.09                    -553.776                    -19.1809
05-09-2022 17:53:30.000.000                    -1383.46                    -537.722                    -97.3348
05-09-2022 17:54:30.000.000                    -1394.23                    -498.747                    -42.2275
05-09-2022 17:55:30.000.000                    -1399.32                    -491.288                     47.0301
05-09-2022 17:56:30.000.000                    -1407.35                    -383.772                    -42.6724
05-09-2022 17:57:30.000.000                    -1364.41                    -501.805                    -126.938
05-09-2022 17:58:30.000.000                    -1369.84                    -447.122                    -170.889
05-09-2022 17:59:30.000.000                    -1364.09                    -438.967                    -205.470
05-09-2022 18:00:30.000.000                    -1365.90                    -422.446                    -145.816
05-09-2022 18:01:30.000.000                    -1362.39                    -434.467                    -99.3704
05-09-2022 18:02:30.000.000                    -1368.96                    -394.809                    -146.408
05-09-2022 18:03:30.000.000                    -1356.94                    -343.651                    -220.260
05-09-2022 18:04:30.000.000                    -1353.39                    -265.459                    -222.799
05-09-2022 18:05:30.000.000                    -1346.16                    -162.918                    -234.751
05-09-2022 18:06:30.000.000                    -1330.33                    -196.433                    -246.099
05-09-2022 18:07:30.000.000                    -1314.73                    -270.538                    -201.921
05-09-2022 18:08:30.000.000                    -1297.53                    -348.669                    -100.365
05-09-2022 18:09:30.000.000                    -1287.05                    -296.575                    -194.338
05-09-2022 18:10:30.000.000                    -1293.93                    -263.785                    -201.979
05-09-2022 18:11:30.000.000                    -1281.81                    -238.919                    -210.155
05-09-2022 18:12:30.000.000                    -1275.02                    -205.796                    -207.940
05-09-2022 18:13:30.000.000                    -1257.85                    -199.960                    -250.582
05-09-2022 18:14:30.000.000                    -1267.29                    -154.020                    -194.290
05-09-2022 18:15:30.000.000                    -1261.37                    -144.002                    -180.573
05-09-2022 18:16:30.000.000                    -1218.02                    -212.373                    -235.970
05-09-2022 18:17:30.000.000                    -1218.03                    -155.793                    -256.741
05-09-2022 18:18:30.000.000                    -1228.95                    -138.458                    -141.147
05-09-2022 18:19:30.000.000                    -1222.63                    -31.0942                    -152.368
05-09-2022 18:20:30.000.000                    -1168.52                    -144.363                    -289.796
05-09-2022 18:21:30.000.000                    -1113.18                    -176.490                    -387.449
05-09-2022 18:22:30.000.000                    -1116.78                    -106.623                    -298.177
05-09-2022 18:23:30.000.000                    -1094.40                    -128.145                    -345.281
05-09-2022 18:24:30.000.000                    -1093.19                    -44.9075                    -333.379
05-09-2022 18:25:30.000.000                    -1038.83                    -163.280                    -393.812
05-09-2022 18:26:30.000.000                    -996.062                    -131.022                    -456.736
05-09-2022 18:27:30.000.000                    -1023.59                    -41.7647                    -341.783
05-09-2022 18:28:30.000.000                    -947.165                    -186.164                    -436.482
05-09-2022 18:29:30.000.000                    -954.153                    -49.5955                    -382.216
05-09-2022 18:30:30.000.000                    -957.716                    -172.852                    -336.638
05-09-2022 18:31:30.000.000                         NaN                         NaN                         NaN
05-09-2022 18:32:30.000.000                    -975.771                    -81.5732                    -316.177
05-09-2022 18:33:30.000.000                    -986.634                    -96.6673                    -233.521
05-09-2022 18:34:30.000.000                    -952.225                    -102.899                    -329.755
05-09-2022 18:35:30.000.000                    -943.615                    -81.6732                    -303.165
05-09-2022 18:36:30.000.000                    -921.187                    -115.775                    -326.209
05-09-2022 18:37:30.000.000                    -926.336                    -101.958                    -320.610
05-09-2022 18:38:30.000.000                    -947.601                    -88.2822                    -223.614
05-09-2022 18:39:30.000.000                    -942.808                    -156.764                    -140.472
05-09-2022 18:40:30.000.000                    -935.428                    -181.305                    -174.113
05-09-2022 18:41:30.000.000                    -922.435                    -172.455                    -256.219
05-09-2022 18:42:30.000.000                    -969.408                    -182.851                    -67.2531
05-09-2022 18:43:30.000.000                    -956.607                    -200.651                    -121.605
05-09-2022 18:44:30.000.000                    -939.835                    -152.348                    -263.620
05-09-2022 18:45:30.000.000                    -914.223                    -177.856                    -294.394
05-09-2022 18:46:30.000.000                    -930.753                    -186.201                    -257.085
05-09-2022 18:47:30.000.000                    -909.620                    -219.344                    -294.144
05-09-2022 18:48:30.000.000                    -944.352                    -208.956                    -170.554
05-09-2022 18:49:30.000.000                    -951.780                    -252.166                    -67.1551
05-09-2022 18:50:30.000.000                    -998.578                    -48.9049                    -46.6612
05-09-2022 18:51:30.000.000                    -1011.22                     22.0162                    -92.3419
05-09-2022 18:52:30.000.000                    -998.225                    -66.5742                    -148.893
05-09-2022 18:53:30.000.000                    -1000.64                    -133.149                    -136.784
05-09-2022 18:54:30.000.000                    -976.530                    -272.759                    -100.514
05-09-2022 18:55:30.000.000                    -997.774                    -92.0397                    -175.451
05-09-2022 18:56:30.000.000                    -966.634                    -186.376                    -231.949
05-09-2022 18:57:30.000.000                    -976.080                    -213.474                    -179.933
05-09-2022 18:58:30.000.000                         NaN                         NaN                         NaN
05-09-2022 18:59:30.000.000                         NaN                         NaN                         NaN
05-09-2022 19:00:30.000.000                    -980.101                    -232.158                    -178.832
05-09-2022 19:01:30.000.000                    -949.699                    -334.419                    -138.144
05-09-2022 19:02:30.000.000                    -891.832                    -454.684                    -138.242
05-09-2022 19:03:30.000.000                    -958.724                    -288.262                    -110.542
05-09-2022 19:04:30.000.000                    -968.410                    -243.825                    -60.4452
05-09-2022 19:05:30.000.000                    -947.769                    -284.197                    -93.3006
05-09-2022 19:06:30.000.000                    -926.896                    -367.390                    -118.615
05-09-2022 19:07:30.000.000                    -908.714                    -424.763                    -91.8836
05-09-2022 19:08:30.000.000                    -911.283                    -428.432                    -103.577
05-09-2022 19:09:30.000.000                    -933.107                    -352.306                    -62.2487
05-09-2022 19:10:30.000.000                    -908.345                    -376.678                    -118.806
05-09-2022 19:11:30.000.000                    -941.787                    -346.175                    -106.556
05-09-2022 19:12:30.000.000                    -964.222                    -406.370                    -82.2442
05-09-2022 19:13:30.000.000                    -979.262                    -429.006                    -63.6666
05-09-2022 19:14:30.000.000                    -993.368                    -465.959                    -41.6999
05-09-2022 19:15:30.000.000                    -1055.34                    -500.294                   -0.284024
05-09-2022 19:16:30.000.000                         NaN                         NaN                         NaN
05-09-2022 19:17:30.000.000                         NaN                         NaN                         NaN
05-09-2022 19:18:30.000.000                    -468.073                    -480.240                    -345.077
05-09-2022 19:19:30.000.000                    -722.563                    -309.077                    -400.470
05-09-2022 19:20:30.000.000                         NaN                         NaN                         NaN
05-09-2022 19:21:30.000.000                    -955.640                    -20.4586                    -499.761
05-09-2022 19:22:30.000.000                    -956.268                    -60.9293                    -455.497
05-09-2022 19:23:30.000.000                         NaN                         NaN                         NaN
05-09-2022 19:24:30.000.000                    -779.763                    -254.324                    -453.669
05-09-2022 19:25:30.000.000                    -765.887                    -443.075                    -443.046
05-09-2022 19:26:30.000.000                    -801.414                    -366.244                    -455.577
05-09-2022 19:27:30.000.000                    -797.187                    -177.278                    -488.812
05-09-2022 19:28:30.000.000                    -920.768                     90.7734                    -258.126
05-09-2022 19:29:30.000.000                    -918.211                    -50.1150                    -241.619
05-09-2022 19:30:30.000.000                    -835.683                    -9.97207                    -315.719
05-09-2022 19:31:30.000.000                    -833.440                    -139.247                    -215.077
05-09-2022 19:32:30.000.000                    -843.091                    -249.523                    -142.540
05-09-2022 19:33:30.000.000                    -917.581                    -161.187                    -221.449
05-09-2022 19:34:30.000.000                    -924.013                    -219.308                    -169.620
05-09-2022 19:35:30.000.000                    -929.936                    -271.944                    -140.032
05-09-2022 19:36:30.000.000                         NaN                         NaN                         NaN
05-09-2022 19:37:30.000.000                    -1002.23                    -138.466                    -215.682
05-09-2022 19:38:30.000.000                    -961.973                    -158.501                    -223.543
05-09-2022 19:39:30.000.000                    -882.929                    -214.105                    -256.450
05-09-2022 19:40:30.000.000                    -881.458                    -125.327                    -317.560
05-09-2022 19:41:30.000.000                         NaN                         NaN                         NaN
05-09-2022 19:42:30.000.000                    -843.291                    -149.153                    -411.098
05-09-2022 19:43:30.000.000                    -777.308                    -170.502                    -392.271
05-09-2022 19:44:30.000.000                    -804.568                    -99.2676                    -425.824
05-09-2022 19:45:30.000.000                    -831.619                     66.5454                    -420.865
05-09-2022 19:46:30.000.000                    -787.254                    -116.227                    -402.988
05-09-2022 19:47:30.000.000                    -695.703                    -190.493                    -452.397
05-09-2022 19:48:30.000.000                    -766.899                    -18.5379                    -385.773
05-09-2022 19:49:30.000.000                    -764.569                    -137.252                    -380.576
05-09-2022 19:50:30.000.000                    -779.723                    -167.241                    -318.338
05-09-2022 19:51:30.000.000                    -784.883                    -136.576                    -316.966
05-09-2022 19:52:30.000.000                    -818.518                    -117.373                    -276.623
05-09-2022 19:53:30.000.000                    -860.514                    -200.155                    -167.866
05-09-2022 19:54:30.000.000                    -883.405                    -366.708                    -62.9674
05-09-2022 19:55:30.000.000                         NaN                         NaN                         NaN
05-09-2022 19:56:30.000.000                    -1025.25                    -192.695                    -234.596
05-09-2022 19:57:30.000.000                    -1010.22                    -241.382                    -247.522
05-09-2022 19:58:30.000.000                    -980.289                    -112.255                    -267.285
05-09-2022 19:59:30.000.000                    -981.233                    -60.6472                    -204.564
05-09-2022 20:00:30.000.000                    -960.681                    -119.887                    -264.640
05-09-2022 20:01:30.000.000                    -978.730                    -115.700                    -218.567
05-09-2022 20:02:30.000.000                    -952.553                    -136.379                    -247.598
05-09-2022 20:03:30.000.000                    -945.334                    -94.4751                    -291.346
05-09-2022 20:04:30.000.000                    -921.314                    -88.2591                    -306.018
05-09-2022 20:05:30.000.000                    -904.206                    -53.5043                    -279.384
05-09-2022 20:06:30.000.000                    -881.443                    -89.0265                    -220.918
05-09-2022 20:07:30.000.000                    -912.270                    -127.442                    -155.004
05-09-2022 20:08:30.000.000                    -911.101                    -97.2737                    -191.329
05-09-2022 20:09:30.000.000                         NaN                         NaN                         NaN
05-09-2022 20:10:30.000.000                    -733.606                    -590.521                    -223.493
05-09-2022 20:11:30.000.000                    -665.669                    -93.3565                    -657.991
05-09-2022 20:12:30.000.000                    -349.408                    -269.697                    -527.505
05-09-2022 20:13:30.000.000                    -81.9177                    -521.991                    -484.582
05-09-2022 20:14:30.000.000                    -280.511                    -454.366                    -469.218
05-09-2022 20:15:30.000.000                    -254.126                    -458.049                    -450.842
05-09-2022 20:16:30.000.000                    -285.624                    -494.659                    -404.883
05-09-2022 20:17:30.000.000                    -46.3122                    -510.869                    -516.202
05-09-2022 20:18:30.000.000                    -389.448                    -556.821                    -389.423
05-09-2022 20:19:30.000.000                    -349.867                    -496.932                    -368.732
05-09-2022 20:20:30.000.000                     138.050                    -574.378                    -530.358
05-09-2022 20:21:30.000.000                     29.9947                    -563.036                    -625.614
05-09-2022 20:22:30.000.000                     129.557                    -614.790                    -511.879
05-09-2022 20:23:30.000.000                     156.515                    -598.933                    -564.662
05-09-2022 20:24:30.000.000                     228.446                    -587.878                    -559.468
05-09-2022 20:25:30.000.000                     267.721                    -673.030                    -523.374
05-09-2022 20:26:30.000.000                     260.624                    -629.197                    -551.204
05-09-2022 20:27:30.000.000                     54.3130                    -647.897                    -620.973
05-09-2022 20:28:30.000.000                     208.583                    -643.059                    -558.358
05-09-2022 20:29:30.000.000                     228.118                    -595.967                    -517.325
05-09-2022 20:30:30.000.000                     127.255                    -592.954                    -514.325
05-09-2022 20:31:30.000.000                    -194.266                    -488.757                    -637.406
05-09-2022 20:32:30.000.000                    -125.592                    -493.549                    -662.028
05-09-2022 20:33:30.000.000                    -35.1852                    -570.987                    -559.148
05-09-2022 20:34:30.000.000                    -189.179                    -604.638                    -511.160
05-09-2022 20:35:30.000.000                    -119.179                    -644.631                    -550.652
05-09-2022 20:36:30.000.000                     103.346                    -597.990                    -581.738
05-09-2022 20:37:30.000.000                     118.252                    -599.449                    -556.400
05-09-2022 20:38:30.000.000                     11.3476                    -559.492                    -572.460
05-09-2022 20:39:30.000.000                     59.1418                    -568.252                    -543.856
05-09-2022 20:40:30.000.000                     238.961                    -421.972                    -601.166
05-09-2022 20:41:30.000.000                    -191.826                    -590.884                    -505.256
05-09-2022 20:42:30.000.000                    -402.484                    -544.691                    -530.367
05-09-2022 20:43:30.000.000                    -288.477                    -606.978                    -507.518
05-09-2022 20:44:30.000.000                    -391.253                    -558.154                    -479.324
05-09-2022 20:45:30.000.000                    -493.969                    -598.300                    -342.867
05-09-2022 20:46:30.000.000                     140.781                    -587.117                    -605.106
05-09-2022 20:47:30.000.000                     41.9070                    -653.368                    -570.224
05-09-2022 20:48:30.000.000                     134.144                    -639.524                    -579.676
05-09-2022 20:49:30.000.000                     95.3554                    -666.597                    -633.436
05-09-2022 20:50:30.000.000                    -87.9271                    -651.688                    -613.933
05-09-2022 20:51:30.000.000                     12.1999                    -625.288                    -539.099
05-09-2022 20:52:30.000.000                    -25.0138                    -593.361                    -575.153
05-09-2022 20:53:30.000.000                     132.826                    -595.834                    -558.987
05-09-2022 20:54:30.000.000                    -77.0809                    -731.160                    -494.611
05-09-2022 20:55:30.000.000                     22.6547                    -766.770                    -503.014
05-09-2022 20:56:30.000.000                     156.646                    -729.771                    -523.544
05-09-2022 20:57:30.000.000                     211.811                    -722.255                    -507.633
05-09-2022 20:58:30.000.000                     216.771                    -717.215                    -507.009
05-09-2022 20:59:30.000.000                     248.788                    -687.686                    -541.877
05-09-2022 21:00:30.000.000                     74.1753                    -621.628                    -586.480
05-09-2022 21:01:30.000.000                    -326.533                    -567.438                    -610.311
05-09-2022 21:02:30.000.000                    -236.518                    -448.421                    -698.401
05-09-2022 21:03:30.000.000                     352.347                    -740.494                    -269.989
05-09-2022 21:04:30.000.000                     237.027                    -579.503                    -555.069
05-09-2022 21:05:30.000.000                     298.331                    -661.672                    -459.408
05-09-2022 21:06:30.000.000                     184.917                    -718.205                    -444.163
05-09-2022 21:07:30.000.000                     51.9713                    -758.353                    -435.585
05-09-2022 21:08:30.000.000                     225.789                    -669.790                    -551.822
05-09-2022 21:09:30.000.000                     394.844                    -680.304                    -418.021
05-09-2022 21:10:30.000.000                     152.225                    -639.605                    -523.074
05-09-2022 21:11:30.000.000                     3.17509                    -466.398                    -649.999
05-09-2022 21:12:30.000.000                    -196.002                    -646.673                    -587.374
05-09-2022 21:13:30.000.000                     136.775                    -641.827                    -745.781
05-09-2022 21:14:30.000.000                     312.456                    -529.019                    -788.851
05-09-2022 21:15:30.000.000                     313.904                    -579.867                    -784.126
05-09-2022 21:16:30.000.000                     233.320                    -651.704                    -697.651
05-09-2022 21:17:30.000.000                     296.117                    -706.482                    -629.911
05-09-2022 21:18:30.000.000                     287.178                    -667.605                    -650.193
05-09-2022 21:19:30.000.000                     416.636                    -716.903                    -644.555
05-09-2022 21:20:30.000.000                     526.448                    -654.145                    -625.310
05-09-2022 21:21:30.000.000                     579.278                    -683.451                    -549.837
05-09-2022 21:22:30.000.000                     574.384                    -710.192                    -516.506
05-09-2022 21:23:30.000.000                     345.842                    -715.571                    -674.919
05-09-2022 21:24:30.000.000                     275.907                    -686.995                    -725.827
05-09-2022 21:25:30.000.000                     242.505                    -699.792                    -695.412
05-09-2022 21:26:30.000.000                     179.262                    -730.076                    -708.142
05-09-2022 21:27:30.000.000                     254.767                    -776.373                    -644.949
05-09-2022 21:28:30.000.000                     346.063                    -772.676                    -576.468
05-09-2022 21:29:30.000.000                     522.802                    -697.052                    -478.841
05-09-2022 21:30:30.000.000                     430.569                    -745.818                    -504.936
05-09-2022 21:31:30.000.000                         NaN                         NaN                         NaN
05-09-2022 21:32:30.000.000                     347.078                    -991.233                    -151.187
05-09-2022 21:33:30.000.000                         NaN                         NaN                         NaN
05-09-2022 21:34:30.000.000                         NaN                         NaN                         NaN
05-09-2022 21:35:30.000.000                         NaN                         NaN                         NaN
05-09-2022 21:36:30.000.000                     121.243                    -782.545                    -704.046
05-09-2022 21:37:30.000.000                     171.312                    -782.679                    -732.512
05-09-2022 21:38:30.000.000                     279.931                    -834.816                    -667.045
05-09-2022 21:39:30.000.000                     371.717                    -850.106                    -583.748
05-09-2022 21:40:30.000.000                     406.242                    -783.424                    -616.784
05-09-2022 21:41:30.000.000                     386.328                    -881.985                    -432.774
05-09-2022 21:42:30.000.000                         NaN                         NaN                         NaN
05-09-2022 21:43:30.000.000                     464.051                    -669.429                    -702.559
05-09-2022 21:44:30.000.000                     537.997                    -614.129                    -696.984
05-09-2022 21:45:30.000.000                     476.311                    -535.661                    -763.589
05-09-2022 21:46:30.000.000                         NaN                         NaN                         NaN
05-09-2022 21:47:30.000.000                         NaN                         NaN                         NaN
05-09-2022 21:48:30.000.000                     495.264                    -567.888                    -737.661
05-09-2022 21:49:30.000.000                     508.053                    -706.763                    -547.599
05-09-2022 21:50:30.000.000                     556.282                    -416.255                    -702.605
05-09-2022 21:51:30.000.000                     548.442                    -395.952                    -724.949
05-09-2022 21:52:30.000.000                     450.134                    -520.240                    -679.303
05-09-2022 21:53:30.000.000                     445.230                    -534.289                    -646.990
05-09-2022 21:54:30.000.000                     295.450                    -540.134                    -723.698
05-09-2022 21:55:30.000.000                     218.905                    -595.232                    -719.861
05-09-2022 21:56:30.000.000                     321.728                    -552.935                    -702.778
05-09-2022 21:57:30.000.000                     315.289                    -543.215                    -714.297
05-09-2022 21:58:30.000.000                     326.100                    -586.910                    -680.047
05-09-2022 21:59:30.000.000                     334.813                    -626.820                    -657.121
05-09-2022 22:00:30.000.000                     322.000                    -549.836                    -732.524
05-09-2022 22:01:30.000.000                     265.294                    -582.106                    -735.380
05-09-2022 22:02:30.000.000                     256.922                    -560.736                    -741.138
05-09-2022 22:03:30.000.000                     221.769                    -527.417                    -781.441
05-09-2022 22:04:30.000.000                     265.407                    -500.875                    -781.343
05-09-2022 22:05:30.000.000                     379.229                    -578.591                    -658.305
05-09-2022 22:06:30.000.000                     458.766                    -669.704                    -523.389
05-09-2022 22:07:30.000.000                     415.315                    -599.788                    -565.107
05-09-2022 22:08:30.000.000                     485.148                    -621.052                    -448.501
05-09-2022 22:09:30.000.000                     327.672                    -544.752                    -608.217
05-09-2022 22:10:30.000.000                     320.300                    -569.467                    -607.002
05-09-2022 22:11:30.000.000                     327.732                    -560.579                    -586.976
05-09-2022 22:12:30.000.000                     348.880                    -576.532                    -568.457
05-09-2022 22:13:30.000.000                     364.719                    -565.513                    -566.168
05-09-2022 22:14:30.000.000                     400.560                    -511.490                    -590.966
05-09-2022 22:15:30.000.000                     500.158                    -645.654                    -410.063
05-09-2022 22:16:30.000.000                     362.078                    -545.026                    -587.494
05-09-2022 22:17:30.000.000                     390.195                    -565.901                    -550.260
05-09-2022 22:18:30.000.000                     396.102                    -556.293                    -544.652
05-09-2022 22:19:30.000.000                     381.159                    -570.525                    -539.711
05-09-2022 22:20:30.000.000                     419.687                    -616.489                    -501.605
05-09-2022 22:21:30.000.000                     383.641                    -656.958                    -469.399
05-09-2022 22:22:30.000.000                     395.778                    -654.314                    -487.258
05-09-2022 22:23:30.000.000                     410.965                    -666.493                    -458.503
05-09-2022 22:24:30.000.000                     413.004                    -745.112                    -340.882
05-09-2022 22:25:30.000.000                     368.072                    -661.595                    -492.638
05-09-2022 22:26:30.000.000                     295.932                    -607.720                    -611.706
05-09-2022 22:27:30.000.000                     298.809                    -584.750                    -575.536
05-09-2022 22:28:30.000.000                     327.569                    -568.097                    -581.342
05-09-2022 22:29:30.000.000                     304.677                    -642.849                    -535.967
05-09-2022 22:30:30.000.000                     399.840                    -683.393                    -423.126
05-09-2022 22:31:30.000.000                     351.110                    -634.289                    -496.640
05-09-2022 22:32:30.000.000                     182.241                    -629.637                    -586.220
05-09-2022 22:33:30.000.000                     126.902                    -523.971                    -678.206
05-09-2022 22:34:30.000.000                     158.113                    -527.927                    -661.223
05-09-2022 22:35:30.000.000                     209.876                    -550.058                    -633.257
05-09-2022 22:36:30.000.000                     223.259                    -518.298                    -639.518
05-09-2022 22:37:30.000.000                     272.370                    -543.795                    -617.674
05-09-2022 22:38:30.000.000                     180.572                    -520.670                    -663.295
05-09-2022 22:39:30.000.000                     130.327                    -481.045                    -703.315
05-09-2022 22:40:30.000.000                     91.6618                    -449.821                    -735.291
05-09-2022 22:41:30.000.000                     79.0359                    -470.415                    -727.277
05-09-2022 22:42:30.000.000                     142.838                    -547.471                    -659.914
05-09-2022 22:43:30.000.000                     138.402                    -569.534                    -654.648
05-09-2022 22:44:30.000.000                     48.7362                    -490.968                    -721.746
05-09-2022 22:45:30.000.000                     50.1397                    -479.914                    -717.106
