#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     TITLE                           PSP FIELDS Fluxgate Magnetometer (MAG) data
#     PROJECT                         PSP
#     DISCIPLINE                      Solar Physics>Heliospheric Physics
#                                     Space Physics>Interplanetary Studies
#     SOURCE_NAME                     PSP_FLD>Parker Solar Probe FIELDS
#     DESCRIPTOR                      MAG_RTN_1min>Fluxgate Magnetometer data in RTN coordinates
#     DATA_TYPE                       L2>Level 2 Data
#     DATA_VERSION                    01
#     TEXT                            PSP FIELDS Fluxgate Magnetometer data. Time resolution varies with instrument                         
#                                      mode, ranging from 2.3-292.9 samples/sec, corresponding to 2-256 samples per                          
#                                      0.874 seconds (0.874 = 2^25 / 38.4 MHz, see reference [2]).                                           
#                                     The Magnetometer has 4 ranges - +/-1024, +/-4096, +/-16,384, +/-65,536 nT, selected                   
#                                      by the ranging algorithm, based on the ambient magnetic field. Precision is                           
#                                      +/- 15 bits, based on the 16-bit ADC.                                                                 
#                                     References:
#                                     1. Fox, N.J., Velli, M.C., Bale, S.D. et al. Space Sci Rev (2016) 204: 7. https://doi.org/10.1007/s112
#                                     2. Bale, S.D., Goetz, K., Harvey, P.R. et al. Space Sci Rev (2016) 204: 49.                           
#                                      https://doi.org/10.1007/s11214-016-0244-5                                                             
#     MODS                            Version 1
#     LOGICAL_FILE_ID                 psp_fld_l2_mag_RTN_1min_20190220_v01
#     LOGICAL_SOURCE                  psp_fld_l2_mag_RTN_1min
#     LOGICAL_SOURCE_DESCRIPTION      PSP FIELDS 1 minute cadence Fluxgate Magnetometer (MAG) data in RTN coordinates
#     PI_NAME                         Stuart D. Bale (bale@berkeley.edu)
#     PI_AFFILIATION                  UC Berkeley Space Sciences Laboratory
#     INSTRUMENT_TYPE                 Magnetic Fields (space)
#     MISSION_GROUP                   Parker Solar Probe (PSP)
#     PARENTS                         spp_fld_l1_mago_hk_20190220_v00.cdf
#                                     spp_fld_l1_mago_hk_20190221_v00.cdf, spp_fld_l1_mago_survey_20190220_v00.cdf
#                                     spp_fld_l1_mago_survey_20190221_v00.cdf
#     MAG_OFFSET_CALIBRATION_FILES    psp_mago_zeros_range0_2019_v03.dat
#     DEPENDENCIES                    None
#     FILE_NAMING_CONVENTION          source_datatype_descriptor_yyyyMMdd
#     SPASE_DATASETRESOURCEID         spase://NASA/NumericalData/ParkerSolarProbe/FIELDS/MAG/Level2/RTN/PT1M
#     GENERATED_BY                    PSP FIELDS SOC
#     RULES_OF_USE                    PSP/FIELDS Rules of the Road available at http://fields.ssl.berkeley.edu/rules/
#     GENERATION_DATE                 Tue Nov  5 21:37:36 2019
#     HTTP_LINK                       http://fields.ssl.berkeley.edu/data/
#     LINK_TEXT                       PSP/FIELDS SOC
#     LINK_TITLE                      Data Link
#     TIME_RESOLUTION                 1 minute
#     SVN_VERSION                     25679
#     CDAWEB_PARENTS                  psp_fld_l2_mag_rtn_1min_00000000_v01
#                                     psp_fld_l2_mag_rtn_1min_20210926_v02, psp_fld_l2_mag_rtn_1min_20210927_v02
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Time in TT2000 for 1 minute cadence MAG waveform data
#  2. Magnetic field in RTN coordinates (1 minute cadence)
#
#  
# Key Parameter and Survey data (labels K0,K1,K2) are preliminary browse data.
# Generated by CDAWeb on: Tue Apr  9 14:40:37 2024
EPOCH                                               B_R                         B_T                         B_N
26-09-2021 09:54:30.000.000                     2.50778                    -9.62130                     1.16530
26-09-2021 09:55:30.000.000                     2.05900                    -9.64239                    0.726397
26-09-2021 09:56:30.000.000                     1.84927                    -9.35228                   -0.327818
26-09-2021 09:57:30.000.000                     2.11044                    -9.06067                   -0.225207
26-09-2021 09:58:30.000.000                     3.30500                    -9.93385                    0.409082
26-09-2021 09:59:30.000.000                     3.18190                    -9.86227                    0.741296
26-09-2021 10:00:30.000.000                     3.25629                    -9.97185                    0.763377
26-09-2021 10:01:30.000.000                     4.16716                    -9.86034                     1.71528
26-09-2021 10:02:30.000.000                     3.38649                    -9.64088                     1.00132
26-09-2021 10:03:30.000.000                     2.46882                    -9.67170                   -0.400981
26-09-2021 10:04:30.000.000                     2.02760                    -10.1481                   -0.750349
26-09-2021 10:05:30.000.000                     1.63313                    -10.3934                    -1.17150
26-09-2021 10:06:30.000.000                     1.87651                    -10.1659                   -0.955493
26-09-2021 10:07:30.000.000                     1.71094                    -9.81512                    -1.61936
26-09-2021 10:08:30.000.000                     1.39894                    -9.56605                    -2.49525
26-09-2021 10:09:30.000.000                     1.66734                    -9.20261                    -3.18953
26-09-2021 10:10:30.000.000                    0.913750                    -9.83588                    -2.15136
26-09-2021 10:11:30.000.000                     1.38401                    -9.67865                    -2.06731
26-09-2021 10:12:30.000.000                     1.17654                    -9.67588                    -1.70390
26-09-2021 10:13:30.000.000                    0.619210                    -9.74215                    -1.94031
26-09-2021 10:14:30.000.000                    0.260777                    -9.59883                    -2.77477
26-09-2021 10:15:30.000.000                    0.304948                    -9.23553                    -3.04693
26-09-2021 10:16:30.000.000                    0.101901                    -8.57545                    -3.23283
26-09-2021 10:17:30.000.000                    0.376517                    -8.55697                    -2.74905
26-09-2021 10:18:30.000.000                  0.00316273                    -10.3671                    -2.87209
26-09-2021 10:19:30.000.000                   -0.307012                    -10.0116                    -3.57004
26-09-2021 10:20:30.000.000                    0.254797                    -9.43640                    -2.24359
26-09-2021 10:21:30.000.000                    0.419105                    -8.65811                    -2.23396
26-09-2021 10:22:30.000.000                    -2.18479                    -4.85021                    -5.97955
26-09-2021 10:23:30.000.000                    -3.19487                     1.36582                    -7.17219
26-09-2021 10:24:30.000.000                    -1.97703                    -3.51008                    -7.51826
26-09-2021 10:25:30.000.000                    -2.42424                    -5.26873                    -6.88413
26-09-2021 10:26:30.000.000                    -1.38617                    -5.28947                    -5.83501
26-09-2021 10:27:30.000.000                    0.877281                    -6.45787                    -1.52957
26-09-2021 10:28:30.000.000                     1.76423                    -8.17599                     1.21113
26-09-2021 10:29:30.000.000                     2.05099                    -7.34705                     1.66027
26-09-2021 10:30:30.000.000                     2.35258                    -7.37976                     2.61396
26-09-2021 10:31:30.000.000                   -0.632498                    -7.75629                    -2.58586
26-09-2021 10:32:30.000.000                    -3.05752                    -5.58876                    -5.83555
26-09-2021 10:33:30.000.000                    -2.59557                    -6.68152                    -5.54008
26-09-2021 10:34:30.000.000                    -2.43939                    -6.21385                    -4.37728
26-09-2021 10:35:30.000.000                    -1.64113                    -7.93116                    -3.63596
26-09-2021 10:36:30.000.000                    -1.53251                    -7.43335                    -3.87372
26-09-2021 10:37:30.000.000                    -1.74062                    -7.41530                    -4.17568
26-09-2021 10:38:30.000.000                    -1.53543                    -7.15948                    -3.38205
26-09-2021 10:39:30.000.000                    -1.79591                    -6.08074                    -3.04179
26-09-2021 10:40:30.000.000                    -2.01720                    -6.26328                    -2.80464
26-09-2021 10:41:30.000.000                    -2.10182                    -6.69854                    -3.18892
26-09-2021 10:42:30.000.000                    -3.33317                    -7.37201                    -4.11385
26-09-2021 10:43:30.000.000                    -3.50001                    -5.98777                    -4.96875
26-09-2021 10:44:30.000.000                    -4.22501                    -3.14621                    -7.08686
26-09-2021 10:45:30.000.000                    -3.30569                    -2.06927                    -7.45395
26-09-2021 10:46:30.000.000                    -4.28746                    -2.13578                    -7.69176
26-09-2021 10:47:30.000.000                    -5.02238                    -2.98881                    -7.36992
26-09-2021 10:48:30.000.000                    -4.45305                    -2.81977                    -6.57202
26-09-2021 10:49:30.000.000                    -3.38958                    -2.12730                    -5.34856
26-09-2021 10:50:30.000.000                    -3.77775                   -0.616471                    -5.88929
26-09-2021 10:51:30.000.000                    -4.52215                   -0.655359                    -6.12873
26-09-2021 10:52:30.000.000                    -4.26211                    -2.53606                    -5.36586
26-09-2021 10:53:30.000.000                    -6.28642                    -4.63558                    -7.76208
26-09-2021 10:54:30.000.000                    -5.13654                    -3.36562                    -6.81800
26-09-2021 10:55:30.000.000                    -6.44423                    -3.64815                    -8.01121
26-09-2021 10:56:30.000.000                    -7.04082                    -4.21919                    -8.29655
26-09-2021 10:57:30.000.000                    -6.91274                    -4.50970                    -8.26062
26-09-2021 10:58:30.000.000                    -6.64119                    -4.25138                    -8.33368
26-09-2021 10:59:30.000.000                    -6.37130                    -3.83047                    -8.04326
26-09-2021 11:00:30.000.000                    -6.77209                    -4.16564                    -8.58110
26-09-2021 11:01:30.000.000                    -6.48573                    -4.48433                    -8.47746
26-09-2021 11:02:30.000.000                    -6.48931                    -4.02476                    -8.18386
26-09-2021 11:03:30.000.000                    -5.99871                    -3.89522                    -7.85399
26-09-2021 11:04:30.000.000                     4.08904                    -6.11943                     1.10720
26-09-2021 11:05:30.000.000                     7.36970                    -6.55263                     4.44353
26-09-2021 11:06:30.000.000                     6.11755                    -9.05330                     4.85000
26-09-2021 11:07:30.000.000                     6.26698                    -9.71331                     4.80138
26-09-2021 11:08:30.000.000                     5.95042                    -10.5778                     3.55671
26-09-2021 11:09:30.000.000                     5.48333                    -10.7681                     2.69123
26-09-2021 11:10:30.000.000                     5.84698                    -10.3128                     2.78752
26-09-2021 11:11:30.000.000                     5.33639                    -10.5492                     2.99081
26-09-2021 11:12:30.000.000                     5.93280                    -10.0759                     3.07804
26-09-2021 11:13:30.000.000                     6.07163                    -9.86077                     3.36037
26-09-2021 11:14:30.000.000                     5.57184                    -9.68020                     4.19481
26-09-2021 11:15:30.000.000                     5.56480                    -9.96506                     3.06041
26-09-2021 11:16:30.000.000                     5.28304                    -9.85514                     3.30369
26-09-2021 11:17:30.000.000                     5.32586                    -9.81450                     3.17044
26-09-2021 11:18:30.000.000                     4.92922                    -9.58238                     2.88945
26-09-2021 11:19:30.000.000                     4.76462                    -9.54672                     1.64424
26-09-2021 11:20:30.000.000                     2.80682                    -10.1697                     2.37971
26-09-2021 11:21:30.000.000                     1.68578                    -10.1297                     4.08089
26-09-2021 11:22:30.000.000                     2.28392                    -11.0514                   -0.247903
26-09-2021 11:23:30.000.000                     2.78470                    -11.4236                    -1.04565
26-09-2021 11:24:30.000.000                     2.41797                    -10.5765                    -1.01249
26-09-2021 11:25:30.000.000                     1.57242                    -11.2565                    -2.11918
26-09-2021 11:26:30.000.000                   -0.158742                    -9.58736                    -4.10448
26-09-2021 11:27:30.000.000                    -3.85190                    -2.88192                    -6.88253
26-09-2021 11:28:30.000.000                    -3.17700                    -4.64045                    -5.96159
26-09-2021 11:29:30.000.000                    -2.79096                    -5.92824                    -4.54982
26-09-2021 11:30:30.000.000                    -4.14201                    -4.67178                    -7.34121
26-09-2021 11:31:30.000.000                    -5.38790                    -4.05240                    -7.71309
26-09-2021 11:32:30.000.000                    -4.10089                    -4.44188                    -7.97006
26-09-2021 11:33:30.000.000                    -4.61401                    -3.81473                    -8.43510
26-09-2021 11:34:30.000.000                    -3.85139                    -1.44342                    -8.98239
26-09-2021 11:35:30.000.000                    -4.42486                    -1.64170                    -8.70564
26-09-2021 11:36:30.000.000                    -5.85679                    -3.59905                    -7.75375
26-09-2021 11:37:30.000.000                    -5.36012                    -2.85966                    -9.12299
26-09-2021 11:38:30.000.000                    -4.69187                    -1.60759                    -9.51295
26-09-2021 11:39:30.000.000                    -4.97366                    -1.72949                    -9.77044
26-09-2021 11:40:30.000.000                    -4.94221                    -1.83661                    -9.70438
26-09-2021 11:41:30.000.000                    -5.69522                    -1.32470                    -9.92127
26-09-2021 11:42:30.000.000                    -6.77491                   0.0766103                    -10.1535
26-09-2021 11:43:30.000.000                    -7.59780                    0.762382                    -10.3096
26-09-2021 11:44:30.000.000                    -8.06901                     1.08045                    -10.6775
26-09-2021 11:45:30.000.000                    -7.89396                     1.22985                    -10.4730
26-09-2021 11:46:30.000.000                    -7.53681                    0.402291                    -10.4049
26-09-2021 11:47:30.000.000                    -4.69359                    -1.52166                    -10.2761
26-09-2021 11:48:30.000.000                    -3.93416                   -0.997959                    -10.2678
26-09-2021 11:49:30.000.000                    -4.33270                   -0.872096                    -10.0821
26-09-2021 11:50:30.000.000                    -3.67325                   -0.923652                    -9.87038
26-09-2021 11:51:30.000.000                    -3.63187                    -1.08526                    -9.87969
26-09-2021 11:52:30.000.000                    -4.64748                    -1.03845                    -9.99958
26-09-2021 11:53:30.000.000                    -5.46075                   -0.765107                    -10.2357
26-09-2021 11:54:30.000.000                    -6.04761                   -0.376572                    -9.98279
26-09-2021 11:55:30.000.000                    -6.61989                    0.224431                    -10.3907
26-09-2021 11:56:30.000.000                    -6.66365                    0.972080                    -9.50327
26-09-2021 11:57:30.000.000                    -6.23393                     1.63691                    -8.53690
26-09-2021 11:58:30.000.000                    -5.94259                     1.40703                    -8.49972
26-09-2021 11:59:30.000.000                    -6.25736                    0.339215                    -9.07656
26-09-2021 12:00:30.000.000                    -6.31586                   -0.515419                    -9.27886
26-09-2021 12:01:30.000.000                    -5.90768                     1.10216                    -8.79265
26-09-2021 12:02:30.000.000                    -5.84837                     2.31634                    -9.21908
26-09-2021 12:03:30.000.000                    -5.94231                     1.99125                    -8.97995
26-09-2021 12:04:30.000.000                    -6.19841                   -0.661647                    -9.27283
26-09-2021 12:05:30.000.000                    -5.41529                    -3.33545                    -8.83178
26-09-2021 12:06:30.000.000                    -3.27060                    -5.93773                    -7.60189
26-09-2021 12:07:30.000.000                    -4.98548                    -3.72480                    -8.96204
26-09-2021 12:08:30.000.000                    -7.27601                    -2.00639                    -9.91231
26-09-2021 12:09:30.000.000                    -6.76889                    0.532973                    -10.8295
26-09-2021 12:10:30.000.000                    -5.51719                   -0.528245                    -10.9028
26-09-2021 12:11:30.000.000                    -4.69845                    0.279132                    -10.8283
26-09-2021 12:12:30.000.000                    -4.49707                    -7.98422                    -5.14122
26-09-2021 12:13:30.000.000                    -7.62667                    -7.58478                    -5.47702
26-09-2021 12:14:30.000.000                    -7.80683                    -1.90904                    -9.90482
26-09-2021 12:15:30.000.000                    -8.23069                   -0.257445                    -9.04092
26-09-2021 12:16:30.000.000                    -6.70642                    -6.03430                    -7.08905
26-09-2021 12:17:30.000.000                    -9.31754                     1.29011                    -8.02900
26-09-2021 12:18:30.000.000                    -4.59141                    -8.32901                    -8.12292
26-09-2021 12:19:30.000.000                    -4.38011                    -9.26971                    -9.40995
26-09-2021 12:20:30.000.000                    -5.00111                    -8.90279                    -9.71785
26-09-2021 12:21:30.000.000                    -6.09519                    -8.25587                    -9.80658
26-09-2021 12:22:30.000.000                    -8.27000                    -7.22496                    -9.53787
26-09-2021 12:23:30.000.000                    -8.18526                    -7.19604                    -9.24285
26-09-2021 12:24:30.000.000                    -8.29802                    -7.21710                    -9.04734
26-09-2021 12:25:30.000.000                    -8.59483                    -7.11553                    -8.93281
26-09-2021 12:26:30.000.000                    -7.42415                    -7.55851                    -9.58377
26-09-2021 12:27:30.000.000                    -6.57728                    -8.30552                    -9.75612
26-09-2021 12:28:30.000.000                    -7.07695                    -7.92472                    -9.82128
26-09-2021 12:29:30.000.000                    -7.26522                    -7.92755                    -9.98890
26-09-2021 12:30:30.000.000                    -7.61379                    -7.70650                    -9.73716
26-09-2021 12:31:30.000.000                    -7.51682                    -7.68394                    -9.60474
26-09-2021 12:32:30.000.000                    -7.12297                    -7.70667                    -9.85059
26-09-2021 12:33:30.000.000                    -6.83459                    -8.66547                    -9.61206
26-09-2021 12:34:30.000.000                    -7.30336                    -7.91728                    -9.80770
26-09-2021 12:35:30.000.000                    -7.93218                    -7.38805                    -9.81280
26-09-2021 12:36:30.000.000                    -8.10491                    -9.06518                    -8.68821
26-09-2021 12:37:30.000.000                    -8.06383                    -8.93891                    -9.06765
26-09-2021 12:38:30.000.000                    -8.19009                    -8.37035                    -8.85646
26-09-2021 12:39:30.000.000                    -8.01698                    -7.47723                    -9.43459
26-09-2021 12:40:30.000.000                    -7.08053                    -5.95714                    -10.1841
26-09-2021 12:41:30.000.000                    -7.40089                    -7.13412                    -8.94654
26-09-2021 12:42:30.000.000                    -7.87911                    -6.32377                    -9.31363
26-09-2021 12:43:30.000.000                    -8.47248                    -6.17647                    -9.05787
26-09-2021 12:44:30.000.000                    -8.33949                    -5.93380                    -9.43451
26-09-2021 12:45:30.000.000                    -7.57235                    -5.14330                    -10.3700
26-09-2021 12:46:30.000.000                    -6.72043                    -4.05738                    -11.2659
26-09-2021 12:47:30.000.000                    -2.61176                    -9.30551                     2.26232
26-09-2021 12:48:30.000.000                    -3.93720                    -9.94729                    -1.64134
26-09-2021 12:49:30.000.000                    -3.62949                    -9.03820                    -5.44849
26-09-2021 12:50:30.000.000                    -2.87188                    -9.28786                    -5.98891
26-09-2021 12:51:30.000.000                    -2.85138                    -9.18885                    -4.92027
26-09-2021 12:52:30.000.000                    -2.85663                    -8.70971                    -5.85726
26-09-2021 12:53:30.000.000                    -3.25951                    -8.45833                    -4.41847
26-09-2021 12:54:30.000.000                    -2.65987                    -9.21935                    -1.98541
26-09-2021 12:55:30.000.000                   -0.900632                    -9.98532                    -2.21592
26-09-2021 12:56:30.000.000                    -1.66722                    -10.2411                   -0.414461
26-09-2021 12:57:30.000.000                    0.751887                    -10.1278                    -1.11785
26-09-2021 12:58:30.000.000                    0.160645                    -9.59233                     1.11761
26-09-2021 12:59:30.000.000                   -0.830838                    -11.3061                    0.127633
26-09-2021 13:00:30.000.000                   -0.984683                    -11.3835                    0.913302
26-09-2021 13:01:30.000.000                   -0.106589                    -11.5391                    0.417259
26-09-2021 13:02:30.000.000                   0.0851835                    -10.8980                    0.279182
26-09-2021 13:03:30.000.000                     1.49892                    -10.0986                     2.22449
26-09-2021 13:04:30.000.000                     1.22804                    -8.62668                     3.93313
26-09-2021 13:05:30.000.000                     1.24651                    -9.69943                     2.50622
26-09-2021 13:06:30.000.000                   -0.852750                    -9.36247                     3.94575
26-09-2021 13:07:30.000.000                   -0.439584                    -8.51439                     4.90548
26-09-2021 13:08:30.000.000                   -0.705989                    -9.01982                     4.29900
26-09-2021 13:09:30.000.000                    0.951663                    -8.59002                     5.31048
26-09-2021 13:10:30.000.000                     1.33332                    -7.49308                     6.83000
26-09-2021 13:11:30.000.000                    0.732137                    -8.05843                     6.50230
26-09-2021 13:12:30.000.000                    0.617782                    -8.45528                     5.54969
26-09-2021 13:13:30.000.000                    0.556119                    -9.94718                     4.33761
26-09-2021 13:14:30.000.000                     1.05869                    -10.9339                     2.95189
26-09-2021 13:15:30.000.000                    0.777252                    -9.18937                     4.99829
26-09-2021 13:16:30.000.000                   -0.400889                    -10.3615                     3.50765
26-09-2021 13:17:30.000.000                   -0.860589                    -10.3154                     1.74273
26-09-2021 13:18:30.000.000                    -1.63846                    -10.8375                     2.09393
26-09-2021 13:19:30.000.000                    -1.71785                    -11.0557                    0.628518
26-09-2021 13:20:30.000.000                    -2.01888                    -11.1639                   -0.661894
26-09-2021 13:21:30.000.000                    -2.29638                    -10.9911                    -1.53873
26-09-2021 13:22:30.000.000                    -2.14486                    -10.3879                    -1.90270
26-09-2021 13:23:30.000.000                    -2.85068                    -9.50272                    -4.37301
26-09-2021 13:24:30.000.000                    -2.93093                    -9.26434                    -4.56721
26-09-2021 13:25:30.000.000                    -2.04508                    -9.17569                    -2.49177
26-09-2021 13:26:30.000.000                     1.93077                    -7.70310                     7.63941
26-09-2021 13:27:30.000.000                     3.19147                    -7.93992                     8.06394
26-09-2021 13:28:30.000.000                     4.30362                    -7.61084                     8.18456
26-09-2021 13:29:30.000.000                     4.10002                    -7.73555                     8.35366
26-09-2021 13:30:30.000.000                     4.82621                    -6.89113                     8.47262
26-09-2021 13:31:30.000.000                     5.22124                    -7.68035                     8.13519
26-09-2021 13:32:30.000.000                     4.38072                    -8.15588                     8.43659
26-09-2021 13:33:30.000.000                     3.77950                    -8.24197                     8.36986
26-09-2021 13:34:30.000.000                     3.54554                    -8.57575                     8.32154
26-09-2021 13:35:30.000.000                     4.21571                    -8.70450                     7.76419
26-09-2021 13:36:30.000.000                     4.03374                    -8.41364                     8.24275
26-09-2021 13:37:30.000.000                     4.93499                    -8.06276                     8.28981
26-09-2021 13:38:30.000.000                     3.45676                    -8.66561                     8.46562
26-09-2021 13:39:30.000.000                     2.96300                    -9.03068                     8.21649
26-09-2021 13:40:30.000.000                     3.10678                    -7.30555                     9.81611
26-09-2021 13:41:30.000.000                     3.54557                    -6.53309                     10.2350
26-09-2021 13:42:30.000.000                     3.71406                    -7.28936                     10.1527
26-09-2021 13:43:30.000.000                     3.37454                    -7.12214                     10.8745
26-09-2021 13:44:30.000.000                     3.47689                    -6.84603                     11.2842
26-09-2021 13:45:30.000.000                     3.81538                    -4.60696                     12.7554
26-09-2021 13:46:30.000.000                     3.77230                    -4.67576                     12.6056
26-09-2021 13:47:30.000.000                     3.72526                    -2.22315                     13.1059
26-09-2021 13:48:30.000.000                     3.40491                    0.214554                     13.1306
26-09-2021 13:49:30.000.000                     3.57960                   -0.941550                     13.1833
26-09-2021 13:50:30.000.000                     4.43822                    -3.39095                     12.9475
26-09-2021 13:51:30.000.000                     4.82445                    -5.01870                     12.1749
26-09-2021 13:52:30.000.000                     4.80509                    -4.40722                     12.8159
26-09-2021 13:53:30.000.000                     4.69670                    -5.59574                     11.1739
26-09-2021 13:54:30.000.000                     1.59858                    -8.92381                    -2.12021
26-09-2021 13:55:30.000.000                     1.27575                    -9.36910                    -8.27648
26-09-2021 13:56:30.000.000                     1.44261                    -10.5057                    -6.69433
26-09-2021 13:57:30.000.000                    0.657473                    -12.2967                    -3.23351
26-09-2021 13:58:30.000.000                     1.84979                    -11.8409                    -5.70538
26-09-2021 13:59:30.000.000                     1.90084                    -12.3246                    -5.62730
26-09-2021 14:00:30.000.000                     2.52827                    -12.1048                    -5.75624
26-09-2021 14:01:30.000.000                     1.89543                    -12.3565                    -5.78823
26-09-2021 14:02:30.000.000                     1.02337                    -12.1307                    -6.53335
26-09-2021 14:03:30.000.000                     1.37682                    -11.4260                    -7.06893
26-09-2021 14:04:30.000.000                     2.04093                    -11.3501                    -6.39034
26-09-2021 14:05:30.000.000                    0.601513                    -10.3156                    -7.75448
26-09-2021 14:06:30.000.000                     2.24026                    -12.6470                    -3.54818
26-09-2021 14:07:30.000.000                    0.805913                    -12.4967                    -4.57481
26-09-2021 14:08:30.000.000                     1.38668                    -12.2265                    -4.63408
26-09-2021 14:09:30.000.000                  -0.0485236                    -12.4549                    -3.97545
26-09-2021 14:10:30.000.000                    0.218925                    -12.3206                    -4.93430
26-09-2021 14:11:30.000.000                     1.02303                    -13.3052                    -1.52914
26-09-2021 14:12:30.000.000                    0.321706                    -12.9667                    -1.84503
26-09-2021 14:13:30.000.000                    0.468235                    -12.5251                    -2.78282
26-09-2021 14:14:30.000.000                   -0.248552                    -12.4143                    -1.96189
26-09-2021 14:15:30.000.000                   -0.399202                    -12.2847                    -5.13633
26-09-2021 14:16:30.000.000                    -1.20837                    -10.1345                    -7.71232
26-09-2021 14:17:30.000.000                    0.116541                    -13.3384                    -3.03388
26-09-2021 14:18:30.000.000                     1.74361                    -13.1786                    -2.29327
26-09-2021 14:19:30.000.000                     2.34437                    -13.3624                   -0.232718
26-09-2021 14:20:30.000.000                     2.76019                    -13.4410                    0.706159
26-09-2021 14:21:30.000.000                     1.37730                    -13.8311                     1.18631
26-09-2021 14:22:30.000.000                     1.40654                    -13.2928                     4.21747
26-09-2021 14:23:30.000.000                     2.38848                    -10.1737                     7.90973
26-09-2021 14:24:30.000.000                     3.91231                    -6.42111                     12.0207
26-09-2021 14:25:30.000.000                     3.31777                    -2.94295                     13.2540
26-09-2021 14:26:30.000.000                     2.78188                    -6.22239                     11.7583
26-09-2021 14:27:30.000.000                     3.40517                    -5.03789                     12.3452
26-09-2021 14:28:30.000.000                     2.37730                    -5.64555                     12.2865
26-09-2021 14:29:30.000.000                     2.02635                    -3.27843                     12.4580
26-09-2021 14:30:30.000.000                     2.11839                    -3.33689                     12.5708
26-09-2021 14:31:30.000.000                     2.43338                    -5.99533                     11.1437
26-09-2021 14:32:30.000.000                     3.15752                    -7.89540                     10.3069
26-09-2021 14:33:30.000.000                     2.69528                    -9.96189                     9.00726
26-09-2021 14:34:30.000.000                     2.55607                    -10.0153                     9.03059
26-09-2021 14:35:30.000.000                     1.73890                    -9.35597                     10.3269
26-09-2021 14:36:30.000.000                     2.69963                    -10.3647                     9.04175
26-09-2021 14:37:30.000.000                     5.76774                    -11.1265                     6.55242
26-09-2021 14:38:30.000.000                     2.97955                    -10.0563                     9.59855
26-09-2021 14:39:30.000.000                     3.20147                    -10.2160                     9.10866
26-09-2021 14:40:30.000.000                     2.43042                    -10.3368                     9.30656
26-09-2021 14:41:30.000.000                     1.28489                    -10.4242                     9.81010
26-09-2021 14:42:30.000.000                     1.01370                    -10.9047                     8.83189
26-09-2021 14:43:30.000.000                   -0.251062                    -11.9235                     7.24920
26-09-2021 14:44:30.000.000                    0.935182                    -10.2363                     9.29516
26-09-2021 14:45:30.000.000                    0.368699                    -10.5307                     9.08348
26-09-2021 14:46:30.000.000                   -0.455045                    -10.8200                     8.73617
26-09-2021 14:47:30.000.000                   -0.660276                    -10.6949                     8.93665
26-09-2021 14:48:30.000.000                   -0.871109                    -11.0643                     8.14971
26-09-2021 14:49:30.000.000                    -1.01683                    -12.3380                     5.75507
26-09-2021 14:50:30.000.000                    -1.30280                    -12.9062                     4.97697
26-09-2021 14:51:30.000.000                   -0.882055                    -13.0681                     5.29267
26-09-2021 14:52:30.000.000                   -0.908508                    -13.2936                     4.23439
26-09-2021 14:53:30.000.000                   -0.776293                    -13.4925                     3.92786
26-09-2021 14:54:30.000.000                  -0.0550828                    -13.7382                     4.72495
26-09-2021 14:55:30.000.000                    -1.12937                    -14.1660                     4.87896
26-09-2021 14:56:30.000.000                    -1.55958                    -14.3108                     4.51308
26-09-2021 14:57:30.000.000                    -1.37434                    -14.4023                     4.09050
26-09-2021 14:58:30.000.000                   -0.255596                    -13.8110                   -0.940525
26-09-2021 14:59:30.000.000                   -0.535338                    -13.6799                     1.88707
26-09-2021 15:00:30.000.000                   -0.401640                    -14.6401                    0.288739
26-09-2021 15:01:30.000.000                  -0.0258588                    -13.5582                     3.12671
26-09-2021 15:02:30.000.000                    -4.09495                    -12.4225                   -0.641243
26-09-2021 15:03:30.000.000                    -7.16122                    -12.0802                    -2.98791
26-09-2021 15:04:30.000.000                    -7.91250                    -11.6621                    -4.37789
26-09-2021 15:05:30.000.000                    -8.86408                    -11.0860                    -4.98136
26-09-2021 15:06:30.000.000                    -7.45526                    -11.9629                    -4.66884
26-09-2021 15:07:30.000.000                    -7.94741                    -11.4128                    -5.03341
26-09-2021 15:08:30.000.000                    -8.19003                    -11.2526                    -4.96997
26-09-2021 15:09:30.000.000                    -9.78834                    -10.5614                    -4.71869
26-09-2021 15:10:30.000.000                    -10.1954                    -10.3533                    -4.69713
26-09-2021 15:11:30.000.000                    -9.25936                    -10.9517                    -5.14581
26-09-2021 15:12:30.000.000                    -9.66671                    -10.3177                    -4.85133
26-09-2021 15:13:30.000.000                    -11.2259                    -9.66486                    -3.21511
26-09-2021 15:14:30.000.000                    -10.8992                    -9.65558                    -4.14683
26-09-2021 15:15:30.000.000                    -10.1208                    -9.94808                    -5.77525
26-09-2021 15:16:30.000.000                    -8.62078                    -11.3802                    -5.61533
26-09-2021 15:17:30.000.000                    -8.00207                    -10.7579                    -7.29241
26-09-2021 15:18:30.000.000                    -8.73199                    -9.82962                    -8.02455
26-09-2021 15:19:30.000.000                    -9.26769                    -9.44600                    -7.89823
26-09-2021 15:20:30.000.000                    -9.29386                    -9.31314                    -7.78024
26-09-2021 15:21:30.000.000                    -8.61065                    -9.28546                    -8.17385
26-09-2021 15:22:30.000.000                    -8.65254                    -9.22732                    -8.07527
